NPC Name:|Endless||||
Vidal20|Oh, Metcalfe's visions are as real as it gets! The atmosphere, the details – just exquisite. A lot of customers think he must have really ((been)) a buccaneer.||||
Vidal21|Metcalfe is the best in the business. Exquisite imagination. All those little details you'd never think to imagine – it's like he's really ((been)) a buccaneer.||||
Vidal22|<<Vidal leans in conspiratorially.>> But would you like to know his secret? I've met the man, and I can categorically tell you...||||
Vidal23|...[[Horace Metcalfe]] is an ordinary human being like the rest of us. ##Just goes to show there's no limit on dreams, eh?||||
Vidal24|I'm afraid I'm not at liberty to divulge his address. Bottled visions can... stir up powerful emotions, you understand? Some people get a little fixated on one supplier or another. Best for everyone that dreams stay dreams.||||
Vidal25|All I will say is that he lives outside the city, so it's far too dangerous for you to go searching for him.||||
Vidal26|Oh, um... wait! Please, wait just a moment. ##Are you... looking for work, by any chance? Only you seem a ((sturdy)) sort, and there's someone I'm a little worried about.||||
Vidal27|[[Nadja]] is a regular – one of my best customers. She usually comes every week, but lately I haven't seen her at all. She lives in that [[big tenement]] near the park. Do you think you could check up on her?||||
Vidal28|I'd visit her myself, but her room is right at the top of the building, and with my legs I wouldn't even get past the second staircase.||||
Vidal29|Ah, I'm afraid I don't have anything spare to reward you. Times being what they are, you know. ##But perhaps Nadja's mother might have work for you? I hear her family was once of respectable means.||||
Vidal30|[[Nadja]], yes. Do you have any news?||||
Vidal31|Ah yes. Do you have any news?||||
Vidal32|[[Nadja]]? Why yes, she's a regular of mine. One of my best customers, actually. But I haven't seen her in weeks. Is anything the matter?||||
Vidal33|<<Vidal's face falls into an expression of horror as you explain the situation.>> ##Oh. Oh dear. Oh dear, oh dear.||||
Vidal34|I've, um, read about this happening, of course. I've just never... I mean, nobody ((I)) know... ##Look, I don't know anything ((about)) this! I'm just a shopkeeper, you understand?||||
Vidal35|<<He seems to take strength from your words.>> ##...Yes. Yes, you're right. Nadja is my customer, and I have a responsibility to her. King knows I ((never)) wanted to do her any harm.||||
Vidal36|<<Vidal looks sick to his stomach.>> What? No! I mean... ##It's not my ((place)) to tell people what they can and can't do. Is it? King knows I ((never)) wanted to do her any harm.||||
Vidal37|[[Doctor Pripp]]. That's the man you want. He's a medical genius, and quite a canny businessman. He invented much of the technology that sustains our trade. I ((know)) he's been studying dreamsickness very closely.||||
Vidal38|Pripp runs the [[Royal Vision Works]] out in Cloudpine Oblast. It's in the far [[northeast]] of the Kingdom, on its own little island out [[beyond the mountains]].||||
Vidal39|I'm ((sure)) he'll have some treatment or elixir for poor Nadja.||||
Vidal40|Indeed, it just arrived by special courier. I take it Doctor Pripp wasn't able to cure Nadja, then? ##I've always felt a little queasy about the Vision Works, but it sounds like the right decision.||||
Vidal41|Even with Pripp's fifty per cent cut, the proceeds from that place can be considerable. I doubt Nadja's mother will need to worry about money again.||||
Vidal42|<<Vidal looks confused.>> Really? Um, right, very well! I'll make sure it reaches her.||||
Vidal43|Ah. I take it Doctor Pripp wasn't able to cure her, then? ##It'll be a difficult change for Nadja's mother, but bravo to her for making a go of it.||||
Vidal44|Naturally, I'll do everything I can to set her up. In fact, if she's willing to sell through me, I won't charge her any distribution fees for the first year.||||
Vidal45|<<Vidal catches sight of your expression.>> I mean, for the first three years!||||
Vidal46|<<Vidal sighs, sounding rather less chirpy than usual.>> ##Well, what else can I do for you today?||||
VidalP1|Vision trader?||||
VidalP2|You're still shaking my hand.||||
VidalP3|About that customer you wanted me to check on...||||
VidalP4|Actually, I'm looking for information.||||
VidalP5|Let's see what visions you're selling.||||
VidalP6|See you later, vision trader.||||
VidalP7|Where did you say I'd find this 'Horace Metcalfe'?||||
VidalP8|I'm looking for a Dark Star mercenary. Seen one?||||
VidalP9|I'm not interested in bottled visions right now.||||
VidalP10|Romancing a pirate sounds interesting...||||
VidalP11|Who wants to play ((chess)) with pirates?||||
VidalP12|I'm looking for a real person, not some fantasy.||||
VidalP13|Why are Metcalfe's visions so popular?||||
VidalP14|...how very interesting. I'd love to meet him.||||
VidalP15|Where would I find this 'ordinary human being'?||||
VidalP16|Can you tell me more about the vision trade?||||
VidalP17|Thanks, you've been very helpful.||||
VidalP18|About that customer you wanted me to check on...||||
VidalP19|I'm here on behalf of a customer called Nadja.||||
VidalP20|About your customer, Nadja...||||
VidalP21|What's in it for me?||||
VidalP22|I'll see what I can do.||||
VidalP23|Remind me who I'm looking for again?||||
VidalP24|It's not good. I'm afraid she's very sick.||||
VidalP25|Where did you say I'd find the good doctor?||||
VidalP26|I believe you have some money for me from Doctor Pripp.||||
VidalP27|Yasmeen is going to start selling Nadja's visions from home. I thought you should know.||||
VidalP28|Nothing just now.||||
VidalP29|You're well-connected in the vision trade. You must know someone who can help.||||
VidalP30|Am I meant to believe you didn't notice your 'best customer' was an addict?||||
VidalP31|Thanks, Vidal.||||
VidalP32|<<[Hand back the money]>> Give this Yasmeen when you see her. I didn't do this for the coin.||||
VisionStart|<<Within a few minutes of emptying the bottle, you fall into a deep yet restless sleep...>>||||
VisionA1|<<You're in your childhood cottage in the mountains of the Clockwork Kingdom, where gods in extravagant brass masks have gathered to coordinate their plans for the end of time.>>||||
VisionA2|"<<You try every rhetorical gambit you can imagine to make them postpone it, but the discussion gets lost in irrelevant details.>>##"What will we tell the Hydra?"<< objects the surgeon-god of death.>>"||||
VisionA3|<<You wake up with a sense of creeping doom.>>||||
VisionB1|<<You walk along a pine-forested clifftop with a beautiful woman, on the shore of a great inland lake.##It's your last day together, and it's perfect.>>||||
VisionB2|<<As you lie beside her by the fire that night, listening to the rhythmic crash and hiss of the waves, she tells you that you're going to be okay.##You believe her.>>||||
VisionB3|"<<You wake with a feeling of inconsolable loss.##Later, you notice that the label reads>> "in loving memory"."||||
VisionC1|<<You're trying to join the Machinists' Guild, but every time you go to take the exam you are foiled by malevolent shadows that no one else can see.>>||||
VisionC2|<<You enlist your own shadow to help, only to find yourself becoming dimmer and foggier while it grows ever more substantial..>>||||
VisionC3|<<You wake up with the feeling you're being watched.>>||||
VisionD1|<<Heinrich is stalking you through the hedge maze. He keeps shouting obscenities about your friends so that you'll laugh and reveal your position.>>||||
VisionD2|<<Eventually he succeeds, and you drag him into the brambles to make the most mind-blowing love you've ever known.>>||||
VisionD3|<<You wake up tingling, with the ghost of whiskey on your lips.>>||||
VisionE1|<<Your pet hunting spider has stolen your moustache.##She looks ridiculous, but she's far too agile to catch, and crosses her pedipalps at even the most succulent bribe.>>||||
VisionE2|"<<Everyone keeps tittering at your naked upper lip. When you appeal to the Clockwork King, it just sighs:>> "She never listens to me, either...""||||
VisionE3|<<You wake up oddly interested in getting a pet hunting spider.>>||||
VisionF1|"<<Your rival's cutlass swishes and clangs as he pushes you back along the yardarm with deft strokes. Smoke from the burning sails stings your eyes.>>## "Last chance, dog!" <<he snarls.>> "Apologise for crashing my wedding!""||||
VisionF2|<<It seems like only yesterday you were playing cards together in the quiet orlop deck, nestled among coiled ropes as thick as your thigh under the pale phosphorescence of the ship's gargantuan hull-mending slime mould.>>||||
VisionF3|<<Back in the present the slime mould sings as it dies.##Your ship lists heavily to port, and your rival loses his footing, but on a split-second impulse you lunge down and seize his hand.>>||||
VisionF4|<<He dangles, staring up into your eyes with a mixture of fury and something else...>>||||
VisionF5|<<You wake up with nerves a-flutter, eager to dream again.>>||||
GraveKeep1|Welcome to the [[graveyard]], pal. What brings you all the way out here?||||
GraveKeep2|Was there owt else?||||
GraveKeep3|Heh. Funny sort o' gravestones, ain't they?||||
GraveKeep4|This is where they keeps the things the [[Clockwork King]] makes wot no one can find a use for.##Teapots, chess sets, bathtubs, grand pianos – it all ends up here. Some things, nobody even knows what they are.||||
GraveKeep5|Why Its Majesty makes 'em I couldn't tell you.##There's plenty o' stuff people'd give their left arms for that ain't getting built. But it's not for me to question the logic of our King.||||
